sentence,label
外观设计新颖，很好看,1
充电时发热严重，很烫手,0
价格实惠，质量不错,1
产品与描述不符，虚假宣传,0
发货及时，包装完好,1
电池续航太差，失望,0
产品不错，家人也很喜欢,1
耳机音质很差，有杂音,0
很满意的一次购物体验,1
售后不处理问题，推诿责任,0
效果很好，超出预期,1
屏幕有漏光，影响使用,0
质量很好，没有异味,1
送货上门但态度恶劣,0
使用感受很好，强烈推荐,1
产品掉色严重，洗一次就花了,0
客服很耐心，解答详细,1
快递包裹破损，里面东西坏了,0
物流很快，很满意,1
价格比别家贵很多，不划算,0
产品很精致，做工好,1
退货要自己出运费，不合理,0
性价比高，推荐购买,1
屏幕触摸不灵敏，经常误触,0
使用简单，老人也能用,1
收到就是坏的，质量太差了,0
质量很好，没有瑕疵,1
客服态度恶劣，投诉无门,0
产品很好，物超所值,1
电池充不进去电，废了,0
值得购买，强烈推荐,1
物流信息不更新，查不到,0
效果很好，非常满意,1
价格忽高忽低，让人不爽,0
质量不错，对得起价格,1
使用两天就坏了，质量堪忧,0
使用方便，体验很好,1
包装简陋，里面东西都散了,0
外观漂亮，做工好,1
商品缺斤短两，欺骗消费者,0
价格实惠，值得入手,1
系统升级后更卡了，后悔,0
产品质量好，服务好,1
配送超时，赔偿也没有,0
很满意的一次购物,1
和图片差别太大，失望,0
效果很好，会继续支持,1
噪音太大，晚上用影响休息,0
质量很好，很喜欢,1
屏幕分辨率低，看着模糊,0
使用感受不错，推荐,1
客服电话永远打不通,0
外观设计很好，喜欢,1
收货后发现少配件，差评,0
价格合理，值得购买,1
电池用了三天就鼓包了,0
物流速度快，好评,1
产品有刺鼻气味，受不了,0
产品很好，服务也好,1
售后处理速度太慢了,0
非常满意，好评,1
运行声音很大，像拖拉机,0
效果很好，推荐购买,1
系统频繁更新，越更越卡,0
质量很好，做工精细,1
充电器是假冒的，充不进,0
使用方便，功能多,1
屏幕有水印，擦不掉,0
外观好看，很满意,1
客服态度敷衍，不解决问题,0
价格实惠，质量好,1
快递把东西摔坏了不赔,0
产品质量好，值得购买,1
软件广告太多，烦死了,0
服务态度好，很满意,1
产品有安全隐患，不敢用,0
发货速度快，好评,1
颜色和描述严重不符,0
产品很实用，效果好,1
续航虚标，实际只有一半,0
质量可靠，放心使用,1
按键松动，感觉快掉了,0
使用体验很好，推荐,1
包装有破损，里面东西脏了,0
价格合理，性价比高,1
屏幕有黑斑，影响观看,0
物流及时，服务好,1
充电时有电流声，吓人,0
产品质量过硬，满意,1
用了几天就生锈了,0
外观很时尚，喜欢,1
退货流程特别麻烦,0
功能强大，很实用,1
送来的货不对板,0
价格便宜，质量好,1
客服承诺的事情不兑现,0
发货速度很快，点赞,1
开机就有异响，问题严重,0
产品质量很好，没话说,1
包装盒是烂的,0
使用效果满意，好评,1
电池盖合不严实,0
外观设计新颖，好看,1
屏幕上有一道划痕,0
质量不错，价格合理,1
用了一次就坏了,0
物流很快，很满意,1
颜色发错了还不承认,0
产品很好用，值得推荐,1
系统反应迟钝,0
服务态度很好，很贴心,1
按键按不下去,0
价格适中，质量不错,1
充电口松了,0
使用方便，效果很好,1
软件闪退严重,0
外观漂亮，做工精细,1
屏幕泛黄,0
质量可靠，值得信赖,1
电池不耐冻,0
产品功能全面，很实用,1
镜头有灰尘,0
物流速度很快，满意,1
通话声音小,0
产品质量好，服务也好,1
机身过热,0
很满意的一次购物体验,1
信号经常断,0
效果很好，物超所值,1
指纹解锁不灵敏,0
质量很好，没有缺陷,1
wifi连接不稳定,0
使用感受很好，推荐购买,1
蓝牙总是断连,0
外观大方，很好看,1
屏幕亮度忽明忽暗,0
价格合理，质量保证,1
扬声器有杂音,0
发货快，包装好，好评,1
系统卡死重启,0
产品质量不错，很满意,1
摄像头发热严重,0
服务态度很好，点赞,1
充电时自动关机,0
使用效果很好，满意,1
屏幕边缘漏光,0
外观漂亮，质量好,1
电池标识虚假,0
价格实惠，物有所值,1
配件质量差,0
物流很快，服务好,1
机身缝隙大,0
产品很好，值得拥有,1
屏幕色差严重,0
很满意，给好评,1
内存不足频繁提示,0
质量很好，做工细致,1
后盖起翘,0
使用方便，效果不错,1
NFC功能用不了,0
外观精美，很喜欢,1
GPS定位不准,0
价格公道，质量好,1
充电断断续续,0
发货速度很快，满意,1
系统预装垃圾太多,0
产品质量很好，推荐,1
屏幕沾指纹严重,0
服务周到，很满意,1
电池充电特别慢,0
使用效果很棒，好评,1
散热风扇噪音大,0
外观设计很好看,1
内存不够用卡顿,0
质量很好，很耐用,1
屏幕反光太严重,0
价格合理，值得购买,1
外壳有毛刺,0
物流快捷，包装完好,1
色彩显示不准确,0
产品质量好，很满意,1
机身有划痕,0
使用体验非常好,1
开机广告太多,0
外观漂亮，做工好,1
触控延迟明显,0
价格实惠，质量不错,1
音量调节失灵,0
发货快，服务好,1
录音效果差,0
产品很好用，推荐,1
电池健康度下降快,0
效果显著，很满意,1
系统耗电太大,0
质量很好，没有异味,1
屏幕有暗角,0
使用方便，功能齐全,1
内存占用太高,0
外观大气，很上档次,1
拍照自动对焦慢,0
价格合理，质量过关,1
扬声器爆音,0
物流速度快，好评,1
充电线质量差,0
产品质量好，值得信赖,1
热点经常掉线,0
服务态度好，很满意,1
屏幕字体虚,0
使用效果很好，推荐,1
电池松动接触不良,0
外观设计时尚,1
系统更新后变砖,0
质量可靠，放心使用,1
前置摄像头模糊,0
价格实惠，性价比高,1
耳机接口松动,0
发货很快，包装好,1
屏幕闪烁,0
产品很好，满意,1
充电器发热严重,0
质量不错，对得起价格,1
WiFi信号弱,0
使用简单，操作方便,1
手机频繁自动重启,0
外观好看，很喜欢,1
存储空间不足,0
价格合理，值得入手,1
屏幕有亮点,0
物流快，服务好,1
电池续航虚标,0
产品质量好，推荐购买,1
系统广告推送太多,0
很满意，会回购,1
充电接口松动,0
效果很好，物超所值,1
拍照成像模糊,0
质量很好，做工精细,1
软件兼容性差,0
使用感受不错，推荐,1
屏幕护眼模式不好用,0
外观漂亮，质量好,1
指纹识别不准,0
价格实惠，值得购买,1
通话质量差,0
发货速度快，好评,1
充电时屏幕失灵,0
产品很实用，效果好,1
电池充鼓包了,0
质量可靠，服务好,1
系统运行不流畅,0
使用方便，体验好,1
机身重拿着累,0
外观设计新颖，好看,1
屏幕亮度调节失效,0
价格合理，质量有保障,1
蓝牙连接不稳定,0
物流及时，包装好,1
摄像头进灰了,0
产品质量过硬，满意,1
信号满格却打不通电话,0
服务态度很好，点赞,1
手机发烫严重,0
使用效果很棒，推荐,1
屏幕翘边了,0
外观大气，很喜欢,1
电池不耐用还虚标,0
质量很好，值得信赖,1
系统卡顿严重,0
价格公道，物超所值,1
拍照有噪点,0
发货快，服务好,1
屏幕绿屏了,0
产品很好，会推荐给朋友,1
充电速度特别慢,0
效果很好，很满意,1
客服态度恶劣,0
质量不错，做工好,1
快递配送延迟,0
使用简单，功能强大,1
产品包装破损,0
外观漂亮，很喜欢,1
电池耗电太快,0
价格实惠，质量过关,1
屏幕显示效果差,0
物流很快，包装完好,1
声音时大时小,0
产品质量很好，好评,1
系统经常崩溃,0
服务周到，很满意,1
摄像头拍不清楚,0
使用效果不错，推荐,1
充电有异味,0
外观设计很好，喜欢,1
指纹识别不工作,0
质量可靠，放心购买,1
屏幕触摸不灵,0
价格合理，性价比高,1
电池漏液了,0
发货速度快，满意,1
系统反应太慢,0
产品很实用，值得购买,1
充电接口接触不良,0
质量很好，没有瑕疵,1
屏幕色彩失真,0
使用方便，体验好,1
wifi经常断流,0
外观时尚，做工精细,1
摄像头模组松动,0
价格实惠，质量好,1
屏幕有残影,0
物流快，服务态度好,1
充电线断裂,0
产品质量好，很满意,1
电池寿命短,0
服务很好，很贴心,1
屏幕耐摔性差,0
效果很好，会继续支持,1
系统自带垃圾多,0
质量很好，对得起价格,1
充电时很烫,0
使用感受很好，推荐,1
通话声音破音,0
外观漂亮，很满意,1
键盘背光不均匀,0
价格合理，值得入手,1
屏幕边缘触控失灵,0
发货及时，包装好,1
电池不存电,0
产品质量过硬，好评,1
系统升级失败,0
服务态度好，很满意,1
拍照对焦慢,0
使用效果很棒，推荐,1
屏幕亮度不够,0
外观设计新颖，喜欢,1
内存不足卡死,0
质量很好，耐用,1
摄像头模糊,0
价格实惠，物超所值,1
充电头质量差,0
物流很快，服务好,1
信号不稳定,0
产品很好，值得购买,1
屏幕有坏点,0
很满意的一次购物,1
电池老化太快,0
效果很好，推荐,1
系统反应迟钝,0
质量不错，做工精细,1
充电发热严重,0
